PM2.5,co2,no2,so2,o3
17,864,19,41,130
5,953,19,31,94
23,945,30,53,164
13,304,14,45,165
5,1010,32,30,160
7,884,26,16,156
5,1029,11,23,123
5,556,30,42,81
16,662,14,17,96
11,1048,32,36,66
15,1039,18,17,51
20,566,26,31,179
24,696,32,34,151
14,780,21,16,125
7,1075,21,51,110
14,448,27,43,114
14,338,16,46,148
11,955,13,46,118
7,464,21,17,57
5,474,14,26,154
5,534,16,39,145
16,851,16,25,136
7,868,28,34,168
16,927,20,39,162
7,308,42,27,69
10,170,20,28,78
6,776,14,28,95
7,105,39,39,163
19,673,37,51,170
9,733,17,51,101
5,561,42,29,54
17,828,37,40,137
7,985,25,19,99
16,1089,10,28,94
23,1017,24,51,171
19,930,32,27,81
21,166,24,39,63
23,191,44,20,151
15,728,37,53,135
14,765,16,27,65
22,124,25,17,152
8,912,38,38,150
12,1068,29,35,53
8,876,15,43,164
7,519,29,48,157
18,256,13,40,94
13,114,30,47,132
12,662,20,34,139
18,917,12,53,136
9,318,40,50,180
18,103,18,42,138
11,587,43,49,147
12,425,21,43,119
24,948,10,48,139
14,107,15,20,75
13,424,43,33,128
8,240,17,41,77
8,767,11,30,100
9,714,24,35,133
7,957,41,19,108
18,266,18,46,179
14,1084,30,39,116
21,353,40,49,88
9,1088,29,35,84
18,1057,10,53,114
19,1043,24,23,111
24,893,31,38,143
15,481,27,28,140
7,788,36,30,115
18,467,37,27,175
9,136,20,33,172
19,155,37,34,155
22,808,38,53,121
6,740,40,22,134
10,627,33,49,108
18,831,15,50,128
23,397,25,54,74
16,370,40,55,105
21,658,29,50,70
7,544,30,30,51
15,300,43,46,159
14,899,13,18,144
7,125,42,33,172
9,643,23,39,132
12,876,17,24,170
16,291,18,38,147
10,1002,16,55,58
22,803,20,22,160
24,585,35,49,175
24,1098,17,51,150
21,1027,18,21,55
19,559,22,37,79
10,1025,18,31,157
7,318,24,55,74
5,670,36,41,102
14,613,24,50,100
13,446,12,55,174
18,851,15,51,95
18,310,19,20,112
14,954,11,37,139
6,1000,15,49,54
16,833,20,33,104
8,595,29,43,100
13,430,25,22,156
17,148,14,23,115
7,305,25,28,82
19,326,35,46,161
22,409,10,43,122
9,731,23,42,130
13,624,12,54,61
24,201,28,27,72
24,678,44,47,120
24,929,42,52,124
14,655,27,23,156
15,556,40,28,164
18,122,35,22,52
19,1010,30,54,178
10,274,10,49,155
5,542,14,24,54
15,1007,44,34,55
14,943,39,36,174
17,763,13,32,138
24,929,16,28,128
22,578,31,30,136
20,780,41,37,71
17,263,18,24,101
13,482,25,21,149
20,892,40,26,95
5,210,45,33,142
17,293,35,30,156
13,212,24,48,163
12,320,22,22,55
17,710,26,51,50
6,336,18,50,62
21,646,36,21,68
24,713,38,43,143
16,706,16,22,69
16,811,15,26,115
19,508,41,19,158
10,1063,39,19,76
12,387,26,37,73
9,749,40,55,173
10,314,24,23,57
11,896,33,40,113
19,725,37,21,146
10,802,21,50,159
13,559,40,28,159
20,640,15,40,71
22,385,22,39,90
11,263,12,42,165
12,101,16,51,157
23,634,34,47,119
13,416,28,54,167
16,837,11,54,92
12,342,20,26,118
13,861,18,54,146
7,661,26,35,74
8,471,38,27,128
11,452,31,35,168
15,718,14,35,169
8,800,32,44,161
13,560,31,54,88
10,968,30,37,159
15,757,19,46,109
9,627,20,36,159
11,204,15,50,67
11,893,11,54,104
9,561,23,50,121
14,129,25,29,168
11,222,12,41,84
20,225,29,45,113
8,538,32,46,82
9,185,32,55,86
7,566,18,54,156
19,795,26,36,100
8,377,44,21,56
5,469,37,54,144
9,457,40,51,98
17,191,34,53,70
6,1072,39,29,157
12,564,35,36,130
7,193,40,18,174
19,1018,15,20,97
24,251,41,46,174
8,312,11,39,117
22,213,32,47,111
14,749,29,51,119
14,560,14,44,166
18,697,41,49,143
21,258,42,36,79
16,1010,43,42,173
18,1037,40,35,66
22,240,20,54,157
23,588,34,25,127
24,410,16,25,154
5,492,39,21,158
21,1088,43,49,81
17,225,29,23,117
13,381,25,51,64
7,927,12,42,154
5,706,40,23,69
22,156,31,42,124
5,1009,18,24,104
20,1055,34,42,94
16,519,42,29,68
15,936,36,34,161
11,425,43,30,70
23,879,35,30,74
21,689,40,34,55
22,177,35,32,58
22,672,18,24,121
23,660,42,21,81
22,627,13,48,97
20,569,43,44,60
12,305,22,28,180
14,1015,21,41,128
15,471,42,33,154
17,1079,10,41,132
6,1036,21,53,117
7,1022,23,19,66
15,416,36,17,124
15,531,42,35,116
19,958,17,41,169
15,902,45,49,141
24,457,27,40,161
16,636,37,33,76
12,867,24,16,159
10,189,12,49,97
6,1083,32,33,165
16,826,21,26,169
7,640,34,41,157
15,218,22,47,61
6,1035,24,26,106
19,916,13,50,163
22,206,11,24,163
18,562,44,34,86
16,548,20,51,79
8,128,35,28,141
12,564,38,32,116
15,541,29,45,75
15,112,24,32,148
12,293,30,42,81
19,872,34,35,164
9,551,30,51,169
20,164,42,52,180
15,611,29,52,98
12,689,27,35,163
5,932,10,50,117
9,712,11,53,132
21,420,36,18,51
12,184,40,28,149
16,433,10,24,117
6,1028,10,18,147
21,841,11,34,127
17,304,10,44,124
17,310,45,41,63
10,916,25,27,133
23,777,41,45,75
6,259,39,32,105
6,405,12,21,111
12,884,40,41,161
22,259,26,53,172
5,134,36,27,102
22,1001,10,19,105
11,567,42,39,119
16,1003,18,38,148
21,931,15,48,179
7,948,37,22,153
14,841,12,24,104
13,310,20,47,76
15,382,24,55,133
13,743,33,47,103
20,478,19,21,170
7,622,35,20,89
9,972,23,39,66
10,905,45,47,63
10,208,32,47,83
13,243,40,26,103
9,104,40,47,95
15,519,12,26,56
18,737,30,46,136
10,447,42,19,137
10,1054,34,34,86
7,703,27,22,143
22,358,32,44,51
16,778,24,22,180
5,1050,16,50,132
10,111,45,23,154
7,661,19,40,105
13,136,19,33,82
21,546,33,28,52
16,568,26,44,178
16,717,42,35,120
12,127,18,45,160
13,490,32,47,93
20,858,23,45,108
9,193,30,16,176
13,313,25,55,132
14,946,15,55,128
12,769,31,34,144
12,184,18,49,157
13,927,33,21,89
20,167,16,24,76
19,476,40,37,154
20,1095,24,30,131
7,842,44,44,103
23,237,27,38,80
11,499,22,31,53
23,228,36,29,160
13,309,15,25,108
20,941,28,39,77
11,425,33,20,110
8,387,38,22,81
17,530,31,26,119
9,482,41,21,65
19,141,39,54,174
7,658,24,26,147
13,883,28,18,176
7,318,10,16,57
24,588,23,20,105
6,508,27,32,159
12,1052,29,31,147
16,851,17,54,164
19,995,35,19,101
20,378,10,48,73
8,153,45,33,89
15,119,25,41,147
22,482,22,40,104
5,1070,10,21,82
24,253,17,32,98
23,1041,23,45,169
10,265,21,52,102
7,505,30,45,74
18,245,37,35,121
24,156,39,25,168
23,599,18,52,91
16,268,21,22,150
15,385,17,47,155
24,978,30,46,107
16,695,40,17,107
7,363,33,53,95
13,767,18,26,154
15,774,36,52,155
21,957,15,35,86
13,254,26,28,149
18,267,14,40,65
14,998,23,18,145
13,785,22,44,60
21,849,37,30,140
5,591,25,27,80
17,997,41,53,156
11,606,19,26,110
7,490,29,46,123
11,899,45,18,131
17,205,27,28,73
22,672,19,37,169
13,358,29,45,140
21,924,15,25,102
14,366,24,40,176
15,945,39,31,97
21,365,16,33,90
10,354,33,21,162
21,233,45,39,156
13,754,30,18,103
24,889,41,55,120
14,489,29,42,144
18,556,28,34,54
6,364,16,41,68
15,456,14,35,112
16,1076,16,16,144
13,837,20,30,114
24,735,30,55,91
17,711,17,34,56
16,128,17,39,86
11,900,42,55,69
13,763,12,28,150
6,420,33,19,141
11,860,38,43,133
6,360,37,55,134
9,1040,11,35,133
19,248,17,16,174
23,250,34,23,169
12,960,17,48,174
19,537,33,29,174
24,558,23,41,112
8,823,40,54,168
11,305,19,52,153
11,985,34,46,124
10,202,33,26,125
15,1068,23,50,180
14,166,13,27,58
21,318,23,49,82
24,766,32,36,112
18,341,37,21,103
8,156,29,49,145
15,181,45,30,89
21,1084,25,33,148
7,107,23,49,56
24,555,42,31,73
22,1004,14,44,80
15,971,26,25,105
19,451,35,23,129
7,785,10,49,125
16,390,34,53,152
12,842,36,20,165
21,1082,13,36,54
19,753,17,16,179
17,287,36,19,62
17,709,43,24,74
13,775,42,27,178
9,704,12,55,61
15,564,18,30,80
16,198,34,31,93
24,724,42,24,62
18,416,10,36,100
16,299,10,18,80
9,270,42,40,124
5,432,40,16,128
24,736,20,49,95
15,307,29,28,171
22,641,30,31,100
15,881,16,51,80
21,321,22,30,109
22,215,14,23,128
19,1053,34,22,96
19,677,36,30,52
17,1023,37,26,130
13,686,42,47,137
24,622,40,54,109
18,233,10,27,114
11,1089,36,19,128
15,1040,20,32,71
5,759,18,54,142
19,927,39,30,151
24,290,37,26,80
21,180,26,37,173
22,512,18,35,118
7,763,30,36,84
19,283,15,47,83
10,370,25,50,97
7,893,18,19,101
10,341,17,21,139
17,1092,43,47,120
17,553,10,37,136
11,217,16,21,146
17,198,17,33,138
13,515,34,34,175
19,516,20,25,127
12,610,35,50,109
6,530,28,23,89
22,457,37,46,55
17,657,29,44,98
15,877,35,28,73
22,214,11,34,178
6,322,21,39,97
9,117,40,29,172
5,148,24,34,180
7,578,40,25,134
13,116,23,48,100
19,863,21,20,66
18,248,45,48,67
8,934,24,39,106
5,182,14,21,170
9,589,42,19,175
18,493,31,46,102
24,446,19,25,76
6,945,31,46,99
15,941,30,37,121
7,741,21,32,116
15,1040,40,55,121
18,544,38,40,70
7,249,21,35,110
9,811,36,27,135
23,158,24,42,124
11,117,36,47,107
17,353,19,47,83
6,140,43,32,146
19,563,37,42,52
14,1092,41,16,58
13,885,29,48,173
24,509,16,35,141
10,152,20,36,163
16,532,43,31,79
21,916,14,41,161
12,617,10,37,105
6,568,12,41,162
20,1100,10,21,132
23,134,43,29,96
18,640,32,54,96
21,301,41,33,114
21,444,23,54,151
14,178,36,49,91
16,539,16,44,56
9,1065,11,54,95
22,619,30,32,51
9,698,14,30,72
8,310,38,37,175
17,253,35,45,109
9,173,32,36,172
11,974,17,39,93
8,1017,10,44,126
5,381,35,33,107
5,585,19,25,69
7,800,14,40,52
21,115,37,34,64
22,384,21,29,56
14,924,20,46,69
20,274,18,19,123
20,495,33,35,86
8,276,33,29,163
10,963,42,54,157
17,402,11,17,95
6,854,31,50,153
8,329,23,40,78
8,709,42,29,95
24,768,28,34,160
16,608,35,46,174
18,127,31,54,137
13,757,43,37,51
9,181,39,18,121
6,829,17,16,162
8,630,36,48,96
9,135,26,55,76
22,386,43,20,88
8,635,40,55,58
16,535,11,20,155
23,421,42,46,96
14,1029,23,53,109
17,545,15,20,146
21,367,35,40,78
9,949,10,36,176
23,749,19,23,123
12,491,29,33,105
16,361,23,48,166
6,834,41,55,72
17,382,28,38,61
8,1074,14,16,119
17,353,16,17,105
10,751,37,16,161
22,835,23,52,176
16,483,31,24,73
16,499,43,42,79
23,141,45,54,65
8,154,45,18,152
13,572,12,41,147
14,626,17,51,57
23,810,28,50,168
16,457,25,41,101
17,948,22,28,109
14,1065,15,45,96
15,854,24,20,65
14,961,22,37,68
9,514,40,21,127
23,401,20,18,76
24,940,37,29,116
6,777,40,32,137
19,1058,26,39,166
6,554,37,55,111
24,145,20,33,138
13,766,16,45,163
9,900,12,54,61
13,942,36,39,157
12,327,21,45,109
14,365,25,51,66
18,228,36,38,52
23,979,32,48,50
22,201,21,25,163
10,758,31,38,77
21,424,41,33,103
10,565,24,53,120
22,775,11,17,150
10,275,36,19,111
21,450,33,22,53
8,251,40,48,142
20,799,15,17,65
19,519,35,19,143
24,668,18,16,63
13,957,26,54,141
8,1031,25,20,135
19,779,31,19,118
22,109,30,30,91
18,467,25,43,55
6,559,37,16,154
10,962,24,18,109
11,499,37,20,157
8,709,28,53,141
22,1033,23,33,140
22,671,34,16,55
10,295,38,33,164
18,476,39,50,143
21,900,15,19,72
16,187,23,53,174
12,375,17,42,81
5,939,10,32,54
9,1072,37,42,116
11,115,28,46,122
7,597,36,47,98
17,802,17,50,150
11,574,13,53,163
21,394,30,51,118
13,1085,31,40,175
16,393,44,46,83
12,346,14,52,150
15,559,20,31,117
16,444,31,52,178
10,726,31,21,149
8,954,35,30,60
10,876,27,28,83
6,469,43,53,130
9,122,11,42,64
6,208,18,39,128
13,1087,26,47,106
9,349,42,28,154
23,248,36,43,138
7,988,43,44,78
19,602,27,31,162
22,525,24,39,114
14,981,35,22,80
7,463,29,49,87
23,613,43,17,91
16,1092,10,37,142
22,966,30,50,167
16,771,35,27,166
6,522,10,16,113
9,317,26,43,85
9,659,22,25,78
10,325,28,17,158
5,254,43,38,122
15,934,12,17,95
15,383,20,40,127
18,362,27,20,167
24,829,37,41,140
19,417,17,53,64
11,572,32,51,139
11,427,28,39,83
10,1055,42,31,177
12,857,28,39,164
21,1068,44,18,95
23,178,35,37,106
9,127,23,26,96
7,586,38,39,77
13,367,19,35,69
8,760,32,27,75
5,1000,43,22,168
21,790,30,20,91
8,814,44,40,75
7,656,42,47,160
19,1096,13,22,121
13,315,19,25,71
5,456,23,24,58
22,870,38,37,62
19,880,22,22,167
19,946,11,17,76
11,1064,31,18,166
23,907,28,38,59
8,308,42,46,163
12,922,12,24,169
15,399,34,39,127
13,998,19,30,73
9,736,32,54,130
7,442,25,40,96
5,1089,38,47,56
10,480,23,48,135
11,721,40,23,138
5,119,32,38,111
20,137,35,39,60
12,830,35,23,52
6,1099,18,29,133
22,785,27,32,149
16,246,10,16,118
19,417,15,26,178
11,557,25,51,118
8,116,35,47,51
18,1001,36,37,154
6,1038,41,46,86
18,363,30,52,98
11,597,26,18,66
5,665,41,39,127
9,572,40,49,77
8,1018,24,46,171
7,837,26,49,174
17,271,20,38,61
5,258,24,21,176
5,435,13,52,180
7,339,24,27,155
23,717,10,49,172
10,1045,14,33,114
7,891,44,51,62
11,843,45,36,57
13,683,27,27,136
7,128,23,55,80
15,188,18,23,177
22,245,19,35,110
9,146,12,35,100
5,994,40,44,67
7,992,43,23,159
14,130,12,39,130
14,928,16,26,90
21,360,31,31,53
20,1030,13,21,51
22,423,34,18,62
14,791,13,36,97
14,341,11,46,66
23,892,17,29,114
21,858,23,20,66
23,712,14,53,142
13,269,24,23,64
23,891,34,53,171
14,163,31,18,135
12,250,21,41,155
5,875,42,52,66
10,325,33,50,73
18,595,14,45,107
9,685,41,20,160
17,1096,35,16,174
13,784,28,43,152
5,585,40,17,63
9,626,21,38,97
11,979,38,46,58
10,151,30,16,150
6,448,23,39,81
24,819,26,50,65
7,188,21,25,141
9,934,44,16,148
8,1020,34,52,115
7,376,33,55,83
12,728,32,17,162
5,552,19,45,67
19,480,23,37,71
8,986,11,38,179
8,996,40,19,136
10,340,17,50,135
9,953,42,54,93
15,783,11,42,130
23,454,26,24,81
15,295,45,35,147
6,999,12,27,71
